student_id,engagement_score,test1_grade,persona_quadrant,persona_kmeans,lifespan,outcome
17541,0.9146,1,Engaged struggler,High eng / low grades,4,Administrative dropout
17542,0.0362,1,Engaged struggler,Low eng / low grades,4,Completed
17543,-0.9993,2,Disengaged,Low eng / high grades,2,Left after Test 2
17544,-0.7791,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17545,-0.3768,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17546,0.3308,1,Engaged struggler,High eng / low grades,4,Completed
17547,-0.1934,3,Detached achiever,Low eng / high grades,4,Completed
17548,0.8916,0,Engaged struggler,High eng / low grades,4,Completed
17549,-1.1241,4,Detached achiever,Low eng / high grades,4,Completed
17550,0.2811,1,Engaged struggler,High eng / low grades,4,Completed
17551,-0.5348,3,Detached achiever,Low eng / high grades,2,Left after Test 2
17552,-0.3326,1,Disengaged,Low eng / low grades,4,Administrative dropout
17553,-0.1461,1,Disengaged,Low eng / low grades,4,Completed
17554,-0.3704,0,Disengaged,Low eng / low grades,1,Left after Test 1
17555,-0.2491,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17556,-0.191,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17557,-0.4281,0,Disengaged,Low eng / low grades,3,Left after Test 3
17558,0.2262,4,Engaged achiever,High eng / high grades,4,Completed
17559,0.2593,4,Engaged achiever,High eng / high grades,4,Completed
17560,-0.2972,3,Detached achiever,Low eng / high grades,4,Completed
17561,-0.347,1,Disengaged,Low eng / low grades,1,Left after Test 1
17562,0.5708,0,Engaged struggler,High eng / low grades,4,Completed
17563,0.0067,3,Engaged achiever,High eng / high grades,1,Left after Test 1
17564,-0.0048,4,Detached achiever,High eng / high grades,4,Completed
17565,-0.3661,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17566,0.0068,4,Engaged achiever,High eng / high grades,4,Completed
17567,1.039,2,Engaged struggler,High eng / low grades,4,Completed
17568,-0.8021,1,Disengaged,Low eng / low grades,4,Administrative dropout
17569,-0.9146,3,Detached achiever,Low eng / high grades,1,Left after Test 1
17570,-1.1391,4,Detached achiever,Low eng / high grades,4,Completed
17571,0.035,1,Engaged struggler,Low eng / low grades,4,Completed
17572,-0.4137,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17573,-0.341,0,Disengaged,Low eng / low grades,1,Left after Test 1
17574,0.3138,4,Engaged achiever,High eng / high grades,4,Completed
17575,-0.9155,2,Disengaged,Low eng / low grades,1,Left after Test 1
17576,-0.2701,0,Disengaged,Low eng / low grades,4,Completed
17577,0.8794,1,Engaged struggler,High eng / low grades,4,Completed
17578,0.1053,0,Engaged struggler,High eng / low grades,4,Completed
17579,-0.1149,0,Disengaged,Low eng / low grades,4,Completed
17580,-0.0094,4,Detached achiever,High eng / high grades,4,Administrative dropout
17581,-1.017,3,Detached achiever,Low eng / high grades,4,Completed
17582,0.1999,4,Engaged achiever,High eng / high grades,4,Completed
17583,-0.0845,0,Disengaged,Low eng / low grades,3,Left after Test 3
17584,-0.8966,4,Detached achiever,Low eng / high grades,4,Completed
17585,1.4316,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17586,0.6166,4,Engaged achiever,High eng / high grades,4,Completed
17587,-0.2316,1,Disengaged,Low eng / low grades,4,Completed
17588,-0.8803,1,Disengaged,Low eng / low grades,1,Left after Test 1
17589,0.2002,0,Engaged struggler,High eng / low grades,4,Completed
17590,-0.4856,2,Disengaged,Low eng / low grades,2,Left after Test 2
17591,-0.8483,1,Disengaged,Low eng / low grades,1,Left after Test 1
17592,0.2039,2,Engaged struggler,High eng / low grades,4,Administrative dropout
17593,-0.185,0,Disengaged,Low eng / low grades,4,Completed
17594,0.9112,3,Engaged achiever,High eng / high grades,4,Completed
17595,-0.1662,1,Disengaged,Low eng / low grades,2,Left after Test 2
17596,0.569,1,Engaged struggler,High eng / low grades,4,Administrative dropout
17597,-0.4069,4,Detached achiever,Low eng / high grades,4,Completed
17598,-0.8075,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17599,0.3623,1,Engaged struggler,High eng / low grades,4,Completed
17600,0.2292,4,Engaged achiever,High eng / high grades,4,Completed
17601,-1.1313,4,Detached achiever,Low eng / high grades,4,Completed
17602,0.5884,2,Engaged struggler,High eng / low grades,4,Completed
17603,-0.1455,1,Disengaged,Low eng / low grades,4,Completed
17604,0.3561,1,Engaged struggler,High eng / low grades,4,Completed
17605,0.5725,4,Engaged achiever,High eng / high grades,4,Completed
17606,-1.0826,4,Detached achiever,Low eng / high grades,4,Completed
17607,0.1893,1,Engaged struggler,High eng / low grades,4,Completed
17608,0.0967,3,Engaged achiever,High eng / high grades,4,Completed
17609,0.0826,2,Engaged struggler,Low eng / low grades,4,Completed
17610,0.661,1,Engaged struggler,High eng / low grades,4,Completed
17611,0.2781,4,Engaged achiever,High eng / high grades,4,Completed
17612,1.5857,4,Engaged achiever,High eng / high grades,2,Left after Test 2
17613,0.0903,4,Engaged achiever,High eng / high grades,4,Completed
17614,1.1084,0,Engaged struggler,High eng / low grades,2,Left after Test 2
17615,1.0057,0,Engaged struggler,High eng / low grades,4,Administrative dropout
17616,-0.4241,2,Disengaged,Low eng / low grades,4,Administrative dropout
17617,1.4459,1,Engaged struggler,High eng / low grades,2,Left after Test 2
17618,-0.9136,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17619,-0.946,3,Detached achiever,Low eng / high grades,2,Left after Test 2
17620,0.0977,1,Engaged struggler,High eng / low grades,4,Completed
17621,-0.833,2,Disengaged,Low eng / low grades,2,Left after Test 2
17622,-0.5196,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17623,0.563,1,Engaged struggler,High eng / low grades,4,Completed
17624,-0.9993,4,Detached achiever,Low eng / high grades,4,Completed
17625,-0.2378,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17626,1.2143,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17627,0.7274,4,Engaged achiever,High eng / high grades,4,Completed
17628,-0.3634,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17629,0.2242,3,Engaged achiever,High eng / high grades,4,Completed
17630,-1.1409,0,Disengaged,Low eng / low grades,1,Left after Test 1
17631,-0.2663,2,Disengaged,Low eng / low grades,3,Left after Test 3
17632,1.69,4,Engaged achiever,High eng / high grades,2,Left after Test 2
17633,-0.611,1,Disengaged,Low eng / low grades,1,Left after Test 1
17634,1.0357,1,Engaged struggler,High eng / low grades,4,Completed
17635,-0.3625,1,Disengaged,Low eng / low grades,3,Left after Test 3
17636,-0.3786,3,Detached achiever,Low eng / high grades,4,Completed
17637,-0.2997,2,Disengaged,Low eng / low grades,3,Left after Test 3
17638,-1.1221,4,Detached achiever,Low eng / high grades,4,Completed
17639,-0.2825,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17640,1.795,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17641,0.5472,3,Engaged achiever,High eng / high grades,4,Completed
17642,-0.537,2,Disengaged,Low eng / low grades,1,Left after Test 1
17643,0.4871,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17644,-0.1472,4,Detached achiever,High eng / high grades,4,Administrative dropout
17645,0.0297,4,Engaged achiever,High eng / high grades,4,Completed
17646,0.0472,2,Engaged struggler,Low eng / low grades,4,Completed
17647,0.0179,3,Engaged achiever,High eng / high grades,3,Left after Test 3
17648,0.1301,4,Engaged achiever,High eng / high grades,4,Completed
17649,-1.0603,0,Disengaged,Low eng / low grades,1,Left after Test 1
17650,0.3762,4,Engaged achiever,High eng / high grades,4,Completed
17651,-0.3797,4,Detached achiever,Low eng / high grades,4,Completed
17652,-0.8034,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17653,0.0045,4,Detached achiever,High eng / high grades,4,Completed
17654,0.4121,0,Engaged struggler,High eng / low grades,4,Completed
17655,-0.6901,2,Disengaged,Low eng / low grades,4,Completed
17656,-0.4997,1,Disengaged,Low eng / low grades,4,Completed
17657,-0.9577,4,Detached achiever,Low eng / high grades,4,Completed
17658,-0.8079,2,Disengaged,Low eng / low grades,2,Left after Test 2
17659,0.2212,3,Engaged achiever,High eng / high grades,4,Completed
17660,0.0053,3,Engaged achiever,High eng / high grades,4,Completed
17661,0.4762,4,Engaged achiever,High eng / high grades,4,Completed
17662,-0.8632,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17663,0.6882,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17664,-1.0732,0,Disengaged,Low eng / low grades,4,Completed
17665,-0.4162,1,Disengaged,Low eng / low grades,4,Administrative dropout
17666,0.4807,3,Engaged achiever,High eng / high grades,4,Completed
17667,-0.1026,3,Detached achiever,High eng / high grades,4,Completed
17668,0.367,0,Engaged struggler,High eng / low grades,4,Completed
17669,-0.6505,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17670,0.0253,1,Engaged struggler,Low eng / low grades,4,Completed
17671,-0.0539,0,Disengaged,Low eng / low grades,3,Left after Test 3
17672,-1.1932,3,Detached achiever,Low eng / high grades,4,Completed
17673,0.0194,4,Engaged achiever,High eng / high grades,4,Completed
17674,0.0668,0,Engaged struggler,Low eng / low grades,4,Completed
17675,0.1001,1,Engaged struggler,High eng / low grades,4,Completed
17676,0.2237,1,Engaged struggler,High eng / low grades,4,Completed
17677,0.5465,1,Engaged struggler,High eng / low grades,4,Completed
17678,0.2389,2,Engaged struggler,High eng / low grades,4,Completed
17679,0.2547,4,Engaged achiever,High eng / high grades,4,Completed
17680,-0.5356,4,Detached achiever,Low eng / high grades,4,Completed
17681,0.1488,4,Engaged achiever,High eng / high grades,4,Completed
17682,-0.4627,1,Disengaged,Low eng / low grades,4,Completed
17683,-1.0977,4,Detached achiever,Low eng / high grades,4,Completed
17684,-0.6175,2,Disengaged,Low eng / low grades,1,Left after Test 1
17685,1.7252,1,Engaged struggler,High eng / low grades,2,Left after Test 2
17686,0.3064,1,Engaged struggler,High eng / low grades,4,Completed
17687,0.8167,1,Engaged struggler,High eng / low grades,4,Completed
17688,0.311,0,Engaged struggler,High eng / low grades,4,Completed
17689,-0.9885,3,Detached achiever,Low eng / high grades,1,Left after Test 1
17690,-1.0536,0,Disengaged,Low eng / low grades,4,Completed
17691,0.7414,1,Engaged struggler,High eng / low grades,4,Completed
17692,0.0383,0,Engaged struggler,Low eng / low grades,4,Completed
17693,-0.0368,4,Detached achiever,High eng / high grades,4,Completed
17694,-0.9618,0,Disengaged,Low eng / low grades,1,Left after Test 1
17695,-0.402,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17696,0.0844,4,Engaged achiever,High eng / high grades,4,Completed
17697,-1.0277,1,Disengaged,Low eng / low grades,1,Left after Test 1
17698,0.0405,1,Engaged struggler,Low eng / low grades,1,Left after Test 1
17699,0.3242,4,Engaged achiever,High eng / high grades,4,Completed
17700,0.291,1,Engaged struggler,High eng / low grades,4,Completed
17701,0.5595,1,Engaged struggler,High eng / low grades,4,Completed
17702,-1.1811,4,Detached achiever,Low eng / high grades,4,Completed
17703,-0.2642,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17704,-1.1442,0,Disengaged,Low eng / low grades,4,Completed
17705,0.0787,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17706,0.235,4,Engaged achiever,High eng / high grades,4,Completed
17707,-0.3185,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17708,0.4459,3,Engaged achiever,High eng / high grades,4,Completed
17709,-0.0057,2,Disengaged,Low eng / low grades,4,Completed
17710,-0.9356,4,Detached achiever,Low eng / high grades,4,Completed
17711,1.0225,0,Engaged struggler,High eng / low grades,4,Completed
17712,-0.1627,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17713,-0.1683,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17714,-1.1151,4,Detached achiever,Low eng / high grades,4,Completed
17715,0.1491,2,Engaged struggler,High eng / low grades,4,Completed
17716,0.0849,3,Engaged achiever,High eng / high grades,2,Left after Test 2
17717,-0.3371,2,Disengaged,Low eng / low grades,2,Left after Test 2
17718,-0.4325,3,Detached achiever,Low eng / high grades,2,Left after Test 2
17719,0.1896,1,Engaged struggler,High eng / low grades,4,Completed
17720,-0.126,1,Disengaged,Low eng / low grades,4,Completed
17721,0.0762,2,Engaged struggler,Low eng / low grades,4,Completed
17722,0.2008,2,Engaged struggler,High eng / low grades,4,Completed
17723,-0.4945,0,Disengaged,Low eng / low grades,1,Left after Test 1
17724,-0.3709,0,Disengaged,Low eng / low grades,4,Completed
17725,-0.0277,0,Disengaged,Low eng / low grades,4,Completed
17726,-0.1531,1,Disengaged,Low eng / low grades,4,Completed
17727,0.4321,2,Engaged struggler,High eng / low grades,4,Completed
17728,-0.4784,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17729,-0.2059,0,Disengaged,Low eng / low grades,3,Left after Test 3
17730,-0.4582,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17731,0.5856,0,Engaged struggler,High eng / low grades,4,Administrative dropout
17732,-0.0046,4,Detached achiever,High eng / high grades,4,Completed
17733,-0.2841,0,Disengaged,Low eng / low grades,4,Completed
17734,0.2028,3,Engaged achiever,High eng / high grades,4,Completed
17735,0.3893,2,Engaged struggler,High eng / low grades,4,Completed
17736,-1.2739,0,Disengaged,Low eng / low grades,4,Completed
17737,-0.4167,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17738,-0.3029,0,Disengaged,Low eng / low grades,3,Left after Test 3
17739,-0.1821,3,Detached achiever,Low eng / high grades,1,Left after Test 1
17740,0.8401,1,Engaged struggler,High eng / low grades,4,Administrative dropout
17741,0.4924,3,Engaged achiever,High eng / high grades,4,Completed
17742,-0.4512,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17743,1.1019,4,Engaged achiever,High eng / high grades,4,Completed
17744,-0.2897,0,Disengaged,Low eng / low grades,4,Completed
17745,0.0692,4,Engaged achiever,High eng / high grades,4,Completed
17746,-1.132,4,Detached achiever,Low eng / high grades,4,Completed
17747,-0.9996,1,Disengaged,Low eng / low grades,2,Left after Test 2
17748,-0.5977,1,Disengaged,Low eng / low grades,3,Left after Test 3
17749,-0.4535,2,Disengaged,Low eng / low grades,3,Left after Test 3
17750,0.0368,0,Engaged struggler,Low eng / low grades,1,Left after Test 1
17751,-0.1744,4,Detached achiever,Low eng / high grades,4,Completed
17752,0.5009,1,Engaged struggler,High eng / low grades,4,Completed
17753,-1.017,4,Detached achiever,Low eng / high grades,4,Completed
17754,-0.574,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17755,0.3278,0,Engaged struggler,High eng / low grades,4,Completed
17756,0.971,0,Engaged struggler,High eng / low grades,4,Completed
17757,0.1885,2,Engaged struggler,High eng / low grades,4,Completed
17758,0.1994,0,Engaged struggler,High eng / low grades,4,Completed
17759,1.3246,0,Engaged struggler,High eng / low grades,4,Completed
17760,0.2798,4,Engaged achiever,High eng / high grades,4,Completed
17761,0.0336,1,Engaged struggler,Low eng / low grades,4,Completed
17762,0.5813,0,Engaged struggler,High eng / low grades,4,Completed
17763,-0.0936,1,Disengaged,Low eng / low grades,4,Completed
17764,0.3549,1,Engaged struggler,High eng / low grades,4,Completed
17765,0.5502,0,Engaged struggler,High eng / low grades,4,Completed
17766,0.616,0,Engaged struggler,High eng / low grades,4,Completed
17767,0.7947,3,Engaged achiever,High eng / high grades,4,Completed
17768,-0.2138,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17769,-0.1655,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17770,-0.1711,4,Detached achiever,Low eng / high grades,4,Completed
17771,-0.2457,0,Disengaged,Low eng / low grades,1,Left after Test 1
17772,0.9121,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17773,0.045,4,Engaged achiever,High eng / high grades,4,Completed
17774,0.8528,0,Engaged struggler,High eng / low grades,4,Completed
17775,-1.0513,0,Disengaged,Low eng / low grades,4,Completed
17776,-0.8362,0,Disengaged,Low eng / low grades,1,Left after Test 1
17777,0.2433,1,Engaged struggler,High eng / low grades,4,Completed
17778,-0.3975,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17779,-1.237,0,Disengaged,Low eng / low grades,4,Completed
17780,0.3912,4,Engaged achiever,High eng / high grades,4,Completed
17781,0.3932,4,Engaged achiever,High eng / high grades,4,Completed
17782,-0.9163,1,Disengaged,Low eng / low grades,2,Left after Test 2
17783,0.2816,4,Engaged achiever,High eng / high grades,4,Completed
17784,-0.298,0,Disengaged,Low eng / low grades,3,Left after Test 3
17785,-0.2511,0,Disengaged,Low eng / low grades,3,Left after Test 3
17786,0.2377,0,Engaged struggler,High eng / low grades,4,Completed
17787,-0.2968,1,Disengaged,Low eng / low grades,3,Left after Test 3
17788,-0.1301,2,Disengaged,Low eng / low grades,4,Completed
17789,1.0452,0,Engaged struggler,High eng / low grades,2,Left after Test 2
17790,0.3931,1,Engaged struggler,High eng / low grades,4,Completed
17791,0.1327,0,Engaged struggler,High eng / low grades,4,Completed
17792,-0.3448,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17793,0.2806,2,Engaged struggler,High eng / low grades,4,Completed
17794,-0.2978,2,Disengaged,Low eng / low grades,4,Administrative dropout
17795,-0.368,4,Detached achiever,Low eng / high grades,4,Completed
17796,-0.1533,0,Disengaged,Low eng / low grades,4,Completed
17797,-1.0732,3,Detached achiever,Low eng / high grades,4,Completed
17798,-0.3859,1,Disengaged,Low eng / low grades,3,Left after Test 3
17799,0.4102,4,Engaged achiever,High eng / high grades,4,Completed
17800,-0.0455,1,Disengaged,Low eng / low grades,4,Completed
17801,-0.0648,0,Disengaged,Low eng / low grades,4,Completed
17802,0.5636,2,Engaged struggler,High eng / low grades,4,Completed
17803,0.1934,0,Engaged struggler,High eng / low grades,4,Completed
17804,0.8619,0,Engaged struggler,High eng / low grades,4,Administrative dropout
17805,0.0249,0,Engaged struggler,Low eng / low grades,4,Completed
17806,-0.6257,1,Disengaged,Low eng / low grades,2,Left after Test 2
17807,-0.4518,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17808,0.7501,3,Engaged achiever,High eng / high grades,4,Completed
17809,-0.1878,1,Disengaged,Low eng / low grades,4,Completed
17810,-0.3707,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17811,-1.0849,4,Detached achiever,Low eng / high grades,4,Completed
17812,0.6837,0,Engaged struggler,High eng / low grades,4,Completed
17813,-0.5751,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17814,-1.1097,3,Detached achiever,Low eng / high grades,4,Completed
17815,0.7752,1,Engaged struggler,High eng / low grades,4,Completed
17816,-0.5794,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17817,0.5481,4,Engaged achiever,High eng / high grades,4,Completed
17818,-0.3365,1,Disengaged,Low eng / low grades,3,Left after Test 3
17819,1.2772,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17820,-1.1512,3,Detached achiever,Low eng / high grades,4,Completed
17821,-0.0133,0,Disengaged,Low eng / low grades,1,Left after Test 1
17822,-0.0003,4,Detached achiever,High eng / high grades,4,Completed
17823,-0.1513,3,Detached achiever,Low eng / high grades,4,Completed
17824,0.0377,4,Engaged achiever,High eng / high grades,4,Completed
17825,0.4666,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17826,-0.1177,1,Disengaged,Low eng / low grades,4,Completed
17827,-0.909,0,Disengaged,Low eng / low grades,4,Completed
17828,-0.0675,0,Disengaged,Low eng / low grades,4,Completed
17829,-0.8485,2,Disengaged,Low eng / low grades,2,Left after Test 2
17830,-0.7882,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17831,0.605,1,Engaged struggler,High eng / low grades,4,Completed
17832,-0.0869,4,Detached achiever,High eng / high grades,4,Completed
17833,0.0798,2,Engaged struggler,Low eng / low grades,4,Completed
17834,-1.0143,4,Detached achiever,Low eng / high grades,4,Completed
17835,0.5334,4,Engaged achiever,High eng / high grades,4,Completed
17836,-0.1565,0,Disengaged,Low eng / low grades,4,Completed
17837,0.6649,3,Engaged achiever,High eng / high grades,4,Completed
17838,-0.5366,2,Disengaged,Low eng / low grades,4,Administrative dropout
17839,0.1953,4,Engaged achiever,High eng / high grades,4,Completed
17840,0.5517,0,Engaged struggler,High eng / low grades,4,Completed
17841,1.0667,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17842,0.0828,0,Engaged struggler,High eng / low grades,4,Completed
17843,-0.2661,0,Disengaged,Low eng / low grades,4,Completed
17844,1.045,4,Engaged achiever,High eng / high grades,2,Left after Test 2
17845,0.3311,1,Engaged struggler,High eng / low grades,4,Completed
17846,0.7068,1,Engaged struggler,High eng / low grades,4,Completed
17847,0.5862,3,Engaged achiever,High eng / high grades,4,Completed
17848,0.7829,2,Engaged struggler,High eng / low grades,4,Completed
17849,0.1916,0,Engaged struggler,High eng / low grades,4,Completed
17850,1.6193,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17851,-1.1418,0,Disengaged,Low eng / low grades,4,Completed
17852,0.128,1,Engaged struggler,High eng / low grades,4,Completed
17853,0.1315,2,Engaged struggler,High eng / low grades,4,Completed
17854,0.1413,4,Engaged achiever,High eng / high grades,4,Completed
17855,-0.1881,0,Disengaged,Low eng / low grades,4,Completed
17856,0.7017,1,Engaged struggler,High eng / low grades,4,Completed
17857,-0.6903,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17858,-0.3117,1,Disengaged,Low eng / low grades,4,Completed
17859,0.432,0,Engaged struggler,High eng / low grades,4,Completed
17860,-0.6665,0,Disengaged,Low eng / low grades,1,Left after Test 1
17861,-0.4901,4,Detached achiever,Low eng / high grades,4,Completed
17862,0.4489,4,Engaged achiever,High eng / high grades,4,Completed
17863,-0.7152,0,Disengaged,Low eng / low grades,4,Administrative dropout
17864,0.3959,3,Engaged achiever,High eng / high grades,4,Completed
17865,0.5961,1,Engaged struggler,High eng / low grades,4,Completed
17866,-1.2468,0,Disengaged,Low eng / low grades,4,Completed
17867,-0.7151,2,Disengaged,Low eng / low grades,4,Administrative dropout
17868,-0.2488,0,Disengaged,Low eng / low grades,3,Left after Test 3
17869,0.4406,1,Engaged struggler,High eng / low grades,4,Completed
17870,-0.943,3,Detached achiever,Low eng / high grades,4,Completed
17871,0.4139,3,Engaged achiever,High eng / high grades,4,Completed
17872,0.6451,1,Engaged struggler,High eng / low grades,4,Completed
17873,0.4473,1,Engaged struggler,High eng / low grades,4,Completed
17874,1.2054,0,Engaged struggler,High eng / low grades,2,Left after Test 2
17875,0.3851,0,Engaged struggler,High eng / low grades,4,Completed
17876,0.6027,0,Engaged struggler,High eng / low grades,4,Completed
17877,-0.7487,2,Disengaged,Low eng / low grades,1,Left after Test 1
17878,-0.3747,0,Disengaged,Low eng / low grades,4,Completed
17879,0.2833,4,Engaged achiever,High eng / high grades,4,Completed
17880,0.0446,1,Engaged struggler,Low eng / low grades,4,Completed
17881,-0.4332,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17882,-0.6377,2,Disengaged,Low eng / low grades,4,Administrative dropout
17883,-0.5162,2,Disengaged,Low eng / low grades,1,Left after Test 1
17884,0.78,0,Engaged struggler,High eng / low grades,4,Completed
17885,-0.3921,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17886,0.2365,0,Engaged struggler,High eng / low grades,4,Completed
17887,-0.4816,1,Disengaged,Low eng / low grades,4,Completed
17888,0.3762,0,Engaged struggler,High eng / low grades,4,Administrative dropout
17889,0.6979,1,Engaged struggler,High eng / low grades,4,Completed
17890,-0.1736,3,Detached achiever,Low eng / high grades,3,Left after Test 3
17891,0.6588,4,Engaged achiever,High eng / high grades,4,Completed
17892,0.3179,1,Engaged struggler,High eng / low grades,4,Completed
17893,-0.4998,2,Disengaged,Low eng / low grades,4,Completed
17894,-0.4894,1,Disengaged,Low eng / low grades,1,Left after Test 1
17895,0.495,3,Engaged achiever,High eng / high grades,4,Completed
17896,-0.0686,0,Disengaged,Low eng / low grades,4,Completed
17897,-1.0192,4,Detached achiever,Low eng / high grades,4,Completed
17898,-1.0658,3,Detached achiever,Low eng / high grades,4,Completed
17899,-0.3187,4,Detached achiever,Low eng / high grades,4,Completed
17900,0.475,1,Engaged struggler,High eng / low grades,2,Left after Test 2
17901,0.5942,3,Engaged achiever,High eng / high grades,4,Completed
17902,-0.5043,0,Disengaged,Low eng / low grades,1,Left after Test 1
17903,0.5948,1,Engaged struggler,High eng / low grades,4,Administrative dropout
17904,-0.1113,3,Detached achiever,High eng / high grades,4,Administrative dropout
17905,-1.0433,4,Detached achiever,Low eng / high grades,4,Completed
17906,0.1914,4,Engaged achiever,High eng / high grades,4,Completed
17907,0.0544,3,Engaged achiever,High eng / high grades,4,Administrative dropout
17908,1.1347,0,Engaged struggler,High eng / low grades,4,Completed
17909,-1.0536,3,Detached achiever,Low eng / high grades,4,Completed
17910,0.3624,1,Engaged struggler,High eng / low grades,4,Completed
17911,-0.4489,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17912,0.1069,4,Engaged achiever,High eng / high grades,4,Completed
17913,-0.9452,1,Disengaged,Low eng / low grades,2,Left after Test 2
17914,0.5387,1,Engaged struggler,High eng / low grades,4,Completed
17915,-0.7111,1,Disengaged,Low eng / low grades,2,Left after Test 2
17916,0.8406,4,Engaged achiever,High eng / high grades,4,Completed
17917,-1.1592,0,Disengaged,Low eng / low grades,4,Completed
17918,0.297,1,Engaged struggler,High eng / low grades,4,Completed
17919,0.6115,2,Engaged struggler,High eng / low grades,4,Completed
17920,0.4144,2,Engaged struggler,High eng / low grades,4,Completed
17921,-0.4598,4,Detached achiever,Low eng / high grades,3,Left after Test 3
17922,0.2812,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17923,0.2147,3,Engaged achiever,High eng / high grades,4,Completed
17924,-0.3695,0,Disengaged,Low eng / low grades,3,Left after Test 3
17925,1.5702,2,Engaged struggler,High eng / low grades,2,Left after Test 2
17926,-0.049,1,Disengaged,Low eng / low grades,4,Completed
17927,-0.4687,0,Disengaged,Low eng / low grades,4,Completed
17928,0.1536,1,Engaged struggler,High eng / low grades,3,Left after Test 3
17929,-0.5253,1,Disengaged,Low eng / low grades,1,Left after Test 1
17930,-0.9114,4,Detached achiever,Low eng / high grades,2,Left after Test 2
17931,-0.1661,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17932,-0.1373,1,Disengaged,Low eng / low grades,3,Left after Test 3
17933,0.148,4,Engaged achiever,High eng / high grades,4,Administrative dropout
17934,0.7375,4,Engaged achiever,High eng / high grades,4,Completed
17935,0.0136,4,Engaged achiever,High eng / high grades,4,Completed
17936,0.4802,4,Engaged achiever,High eng / high grades,4,Completed
17937,-0.5164,0,Disengaged,Low eng / low grades,4,Completed
17938,-0.5462,4,Detached achiever,Low eng / high grades,4,Administrative dropout
17939,0.5212,4,Engaged achiever,High eng / high grades,4,Completed
17940,0.6769,0,Engaged struggler,High eng / low grades,4,Completed
17941,-0.9751,4,Detached achiever,Low eng / high grades,4,Completed
17942,0.9007,4,Engaged achiever,High eng / high grades,4,Completed
17943,0.0766,0,Engaged struggler,High eng / low grades,4,Completed
17944,-0.4204,2,Disengaged,Low eng / low grades,2,Left after Test 2
17945,0.5815,0,Engaged struggler,High eng / low grades,4,Completed
17946,0.2944,4,Engaged achiever,High eng / high grades,4,Completed
17947,-0.3114,2,Disengaged,Low eng / low grades,4,Completed
17948,-0.7154,2,Disengaged,Low eng / low grades,4,Administrative dropout
17949,-0.0933,2,Disengaged,Low eng / low grades,4,Completed
17950,0.372,1,Engaged struggler,High eng / low grades,4,Completed
17951,0.1305,2,Engaged struggler,High eng / low grades,4,Completed
17952,-0.3535,3,Detached achiever,Low eng / high grades,4,Administrative dropout
17953,-0.4557,1,Disengaged,Low eng / low grades,4,Administrative dropout
17954,-0.1894,3,Detached achiever,Low eng / high grades,4,Completed
